X,Y,fid,VALUE,area,perimeter,subfid,subfull_id,subosm_id,subosm_type,subpower,subname,subentrance,subdoor,subaccess,subtourism,subbarrier,subaccess:delivery,n,distance,feature_x,feature_y,nearest_x,nearest_y,tx_distance,SITE_SCORE,MCDA_SCORE,auxiliary_storage_labeling_show
"-74.3241250955155","40.7653960870761","189","0","30000","800","23",n9371410749,"9371410749",node,,,,,private,,gate,,"1","4515.23882265375","557093.3438","4512784","558419.617127919","4508467.93921669","7.00916780361111","91.2636292282061","45.631814614103",
"-74.2020965898033","40.7646167372012","190","0","30000","800","21",n9018319347,"9018319347",node,,,,,,artwork,,,"1","1941.3422190495","567393.3438","4512784","568004.783467896","4510941.46068048","7.00916780361111","96.2437678079262","48.1218839039631",
"-74.3229677540681","40.762686748624","191","0","30000","800","23",n9371410749,"9371410749",node,,,,,private,,gate,,"1","4199.10591555252","557193.3438","4512484","558419.617127919","4508467.93921669","7.00916780361111","91.8753032499089","45.9376516249545",
"-74.1997811767756","40.7600964554379","192","0","30000","800","21",n9018319347,"9018319347",node,,,,,,artwork,,,"1","1404.17036885946","567593.3438","4512284","568004.783467896","4510941.46068048","7.00916780361111","97.2831220117139","48.6415610058569",
"-74.3218150830409","40.7595269988812","193","0","40000","1000","23",n9371410749,"9371410749",node,,,,,private,,gate,,"1","3787.39847359558","557293.3438","4512084","558419.617127919","4508467.93921669","7.00916780361111","92.6719009502114","46.3359504751057",
"-74.1986289951657","40.7573859098422","194","0","30000","800","21",n9018319347,"9018319347",node,,,,,,artwork,,,"1","1088.06383061384","567693.3438","4511984","568004.783467896","4510941.46068048","7.00916780361111","97.8947450132806","48.9473725066403",
"-74.3206625192927","40.7563672367616","195","0","30000","800","23",n9371410749,"9371410749",node,,,,,private,,gate,,"1","3471.23840469402","557393.3438","4511784","558419.617127919","4508467.93921669","7.00916780361111","93.2836275262902","46.6418137631451",
"-74.197476905555","40.754675352304","196","0","30000","800","21",n9018319347,"9018319347",node,,,,,,artwork,,,"1","772.056587432055","567793.3438","4511684","568004.783467896","4510941.46068048","7.00916780361111","98.506175892453","49.2530879462265",
"-74.3195054704957","40.7536578617053","197","0","30000","800","23",n9371410749,"9371410749",node,,,,,private,,gate,,"1","3155.09190462834","557493.3438","4511484","558419.617127919","4508467.93921669","7.00916780361111","93.8953278485238","46.9476639242619",
"-74.1963249079251","40.7519647828265","198","0","30000","800","21",n9018319347,"9018319347",node,,,,,,artwork,,,"1","456.354959329245","567893.3438","4511384","568004.783467896","4510941.46068048","7.00916780361111","99.1170154481654","49.5585077240827",
"-74.3646218316637","40.7431047918591","199","0","30000","800","23",n9371410749,"9371410749",node,,,,,private,,gate,,"1","5007.36396020564","553793.3438","4510384","558419.617127919","4508467.93921669","7.00916780361111","90.311434264298","45.155717132149",
"-74.3646389805682","40.7413031704923","200","0","30000","800","23",n9371410749,"9371410749",node,,,,,private,,gate,,"1","4934.29524011699","553793.3438","4510184","558419.617127919","4508467.93921669","7.00916780361111","90.4528122634665","45.2264061317332",
"-74.3603805096621","40.740739134456","201","0","50000","1200","23",n9371410749,"9371410749",node,,,,,private,,gate,,"1","4561.38694415479","554193.3438","4510184","558419.617127919","4508467.93921669","7.00916780361111","91.174338912524","45.587169456262",
"-74.8835009879514","40.6907427065359","202","0","30000","800","17",n8059566848,"8059566848",node,,,,,,,gate,,"1","18357.8867979438","509893.3438","4504584","513935.987025251","4522491.23438835","7.00916780361111","64.4799949786052","32.2399974893026",
"-74.7628270461659","40.677945698003","203","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","19220.0895964367","519993.3438","4502884","513090.349648702","4484946.31576144","7.00916780361111","62.8117502580115","31.4058751290058",
"-74.7640198617016","40.6752455191101","204","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","18904.1962199311","519893.3438","4502584","513090.349648702","4484946.31576144","7.00916780361111","63.4229608207087","31.7114804103543",
"-74.7664020592253","40.6707459887419","205","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","18365.7222243663","519693.3438","4502084","513090.349648702","4484946.31576144","7.00916780361111","64.4648344980481","32.232417249024",
"-74.7687839351802","40.6662464049925","206","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","17827.2507954397","519493.3438","4501584","513090.349648702","4484946.31576144","7.00916780361111","65.5067032092928","32.7533516046464",
"-74.7711654896689","40.6617467678851","207","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","17288.7821729707","519293.3438","4501084","513090.349648702","4484946.31576144","7.00916780361111","66.5485664904252","33.2742832452126",
"-74.7723576773898","40.6590464938787","208","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","16972.8836575001","519193.3438","4500784","513090.349648702","4484946.31576144","7.00916780361111","67.1597869963182","33.5798934981591",
"-74.7747387336093","40.6545467763598","209","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","16434.4119989721","518993.3438","4500284","513090.349648702","4484946.31576144","7.00916780361111","68.2016561518104","34.1008280759052",
"-74.7771194686266","40.650047005542","210","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","15895.9433772545","518793.3438","4499784","513090.349648702","4484946.31576144","7.00916780361111","69.2435194314889","34.6217597157444",
"-74.7783112060341","40.6473466636227","211","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","15580.0451372737","518693.3438","4499484","513090.349648702","4484946.31576144","7.00916780361111","69.8547394043467","34.9273697021734",
"-74.7806914431964","40.6428468124838","212","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","15041.5732082921","518493.3438","4498984","513090.349648702","4484946.31576144","7.00916780361111","70.8966090831297","35.4483045415649",
"-74.7830713594202","40.6383469081051","213","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","14503.1045876851","518293.3438","4498484","513090.349648702","4484946.31576144","7.00916780361111","71.9384723606593","35.9692361803297",
"-74.7854509548079","40.6338469505097","214","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","13964.63965816","518093.3438","4497984","513090.349648702","4484946.31576144","7.00916780361111","72.9803284964493","36.4901642482246",
"-74.7866420656832","40.6311465137431","215","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","13648.7344251715","517993.3438","4497684","513090.349648702","4484946.31576144","7.00916780361111","73.5915619998225","36.7957809999113",
"-74.7890211637908","40.6266464759528","216","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","13110.2658062217","517793.3438","4497184","513090.349648702","4484946.31576144","7.00916780361111","74.6334252741458","37.3167126370729",
"-74.7913999413259","40.6221463850048","217","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","12571.8012874332","517593.3438","4496684","513090.349648702","4484946.31576144","7.00916780361111","75.6752806152165","37.8376403076082",
"-74.7925906028099","40.619445880516","218","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","12255.8956521877","517493.3438","4496384","513090.349648702","4484946.31576144","7.00916780361111","76.2865148969021","38.1432574484511",
"-74.7949688834783","40.6149457094634","219","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","11717.4270357548","517293.3438","4495884","513090.349648702","4484946.31576144","7.00916780361111","77.3283781663555","38.6641890831778",
"-74.7973468438373","40.610445485312","220","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","11178.9630305838","517093.3438","4495384","513090.349648702","4484946.31576144","7.00916780361111","78.3702325136465","39.1851162568232",
"-74.7666123483125","40.6103874644974","221","0","70000","1600","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","12212.9704964819","519593.3438","4495284","513090.349648702","4484946.31576144","7.00916780361111","76.3695692137195","38.1847846068598",
"-74.7695799599401","40.6067898841038","222","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","11852.5457242014","519393.3438","4494984","513090.349648702","4484946.31576144","7.00916780361111","77.0669419485091","38.5334709742546",
"-74.7997244839893","40.6059452080851","223","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","10640.5043367353","516893.3438","4494884","513090.349648702","4484946.31576144","7.00916780361111","79.4120765842535","39.7060382921267",
"-74.7719532073227","40.6040919386715","224","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","11492.1291300015","519193.3438","4494684","513090.349648702","4484946.31576144","7.00916780361111","77.7642988598289","38.8821494299144",
"-74.800914520221","40.6032446090149","225","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","10324.5882807349","516793.3438","4494584","513090.349648702","4484946.31576144","7.00916780361111","80.0233310286773","40.0116655143387",
"-74.8032916640801","40.5987442518093","226","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","9786.12493623561","516593.3438","4494084","513090.349648702","4484946.31576144","7.00916780361111","81.0651840976588","40.5325920488294",
"-74.7778869798497","40.596896413964","227","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","10548.7318198748","518693.3438","4493884","513090.349648702","4484946.31576144","7.00916780361111","79.5896438770246","39.7948219385123",
"-74.8056684879952","40.594243841587","228","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","9247.66777996136","516393.3438","4493584","513090.349648702","4484946.31576144","7.00916780361111","82.1070251932695","41.0535125966348",
"-74.806858075756","40.5915431749851","229","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","8931.74954838868","516293.3438","4493284","513090.349648702","4484946.31576144","7.00916780361111","82.7182838471288","41.3591419235644",
"-74.8848609813938","40.5880437369409","230","0","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","8595.1776385031","509793.3438","4492884","513090.349648702","4484946.31576144","7.00916780361111","83.3695045492052","41.6847522746026",
"-74.8092344037909","40.5870426848744","231","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","8393.28708528813","516093.3438","4492784","513090.349648702","4484946.31576144","7.00916780361111","83.760135210724","41.880067605362",
"-74.8116104121443","40.5825421418057","232","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","7854.83202856609","515893.3438","4492284","513090.349648702","4484946.31576144","7.00916780361111","84.8019722439878","42.4009861219939",
"-74.8139861009185","40.5780415458024","233","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","7316.38601345712","515693.3438","4491784","513090.349648702","4484946.31576144","7.00916780361111","85.8437917829645","42.9218958914823",
"-75.1619457560349","40.5771773991389","234","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","27461.8762261816","486493.3438","4491784","513090.349648702","4484946.31576144","7.00916780361111","46.8650181697304","23.4325090848652",
"-75.1572175900623","40.5762830291858","235","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","27049.5749381657","486893.3438","4491684","513090.349648702","4484946.31576144","7.00916780361111","47.6627648810943","23.8313824405471",
"-75.152489549319","40.5753884653732","236","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","26637.2739372626","487293.3438","4491584","513090.349648702","4484946.31576144","7.00916780361111","48.4605110369342","24.2302555184671",
"-74.8151750647046","40.5753407848846","237","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","7000.44962302542","515593.3438","4491484","513090.349648702","4484946.31576144","7.00916780361111","86.4550855717372","43.2275427858686",
"-75.1477616338426","40.5744937077192","238","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","26224.9732370139","487693.3438","4491484","513090.349648702","4484946.31576144","7.00916780361111","49.2582566110489","24.6291283055244",
"-75.1430338436704","40.5735987562421","239","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","25812.6728518266","488093.3438","4491384","513090.349648702","4484946.31576144","7.00916780361111","50.0560015755629","25.0280007877815",
"-75.1383061788399","40.57270361096","240","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","25400.3727970428","488493.3438","4491284","513090.349648702","4484946.31576144","7.00916780361111","50.8537459007911","25.4268729503956",
"-75.1335786393885","40.5718082718912","241","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","24988.0730890174","488893.3438","4491184","513090.349648702","4484946.31576144","7.00916780361111","51.6514895550891","25.8257447775445",
"-75.129441928262","40.5709120802017","242","0","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","24672.6175414192","489193.3438","4491084","513090.349648702","4484946.31576144","7.00916780361111","52.2618529786163","26.1309264893081",
"-74.8175502581714","40.5708401091185","243","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","6461.99760332979","515393.3438","4490984","513090.349648702","4484946.31576144","7.00916780361111","87.4969167287695","43.7484583643847",
"-75.12530532705","40.5700157401043","244","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","24260.3156372392","489593.3438","4490984","513090.349648702","4484946.31576144","7.00916780361111","53.0596008821737","26.5298004410868",
"-75.1205781484294","40.5691198681442","245","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","23848.0140324472","489993.3438","4490884","513090.349648702","4484946.31576144","7.00916780361111","53.8573482064562","26.9286741032281",
"-75.1158510953267","40.5682238024672","246","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","23435.7127428445","490393.3438","4490784","513090.349648702","4484946.31576144","7.00916780361111","54.6550949208904","27.3275474604452",
"-75.1111241677791","40.5673275430915","247","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","23023.4117853643","490793.3438","4490684","513090.349648702","4484946.31576144","7.00916780361111","55.4528409927129","27.7264204963565",
"-75.106397365824","40.5664310900353","248","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","22611.1111781747","491193.3438","4490584","513090.349648702","4484946.31576144","7.00916780361111","56.2505863867709","28.1252931933855",
"-74.8199251323213","40.5663393804765","249","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","5923.55730337465","515193.3438","4490484","513090.349648702","4484946.31576144","7.00916780361111","88.5387252097037","44.2693626048518",
"-75.1016706894988","40.5655344433167","250","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","22198.8109407938","491593.3438","4490484","513090.349648702","4484946.31576144","7.00916780361111","57.0483310652997","28.5241655326499",
"-75.0969441388409","40.5646376029542","251","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","21786.5110942168","491993.3438","4490384","513090.349648702","4484946.31576144","7.00916780361111","57.8460749876762","28.9230374938381",
"-75.0928083545352","40.563740097483","252","0","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","21471.0578524091","492293.3438","4490284","513090.349648702","4484946.31576144","7.00916780361111","58.4564339498133","29.2282169749067",
"-74.8211136485551","40.5636385522171","253","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","5607.6128390759","515093.3438","4490184","513090.349648702","4484946.31576144","7.00916780361111","89.150034620307","44.5750173101535",
"-75.0886726803544","40.5628424437236","254","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","21058.7555134397","492693.3438","4490184","513090.349648702","4484946.31576144","7.00916780361111","59.2541826946289","29.6270913473145",
"-75.0839464913081","40.5619450708743","255","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","20646.4535029179","493093.3438","4490084","513090.349648702","4484946.31576144","7.00916780361111","60.0519308039431","30.0259654019716",
"-75.0792204280676","40.5610475044509","256","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","20234.1518409218","493493.3438","4489984","513090.349648702","4484946.31576144","7.00916780361111","60.8496782389078","30.4248391194539",
"-75.07449449067","40.5601497444716","257","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","19821.8505491996","493893.3438","4489884","513090.349648702","4484946.31576144","7.00916780361111","61.6474249574429","30.8237124787215",
"-75.0697686791527","40.5592517909548","258","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","19409.5496513477","494293.3438","4489784","513090.349648702","4484946.31576144","7.00916780361111","62.4451709138929","31.2225854569464",
"-74.8234880278095","40.5591377439025","259","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","5069.1655974028","514893.3438","4489684","513090.349648702","4484946.31576144","7.00916780361111","90.1918565325179","45.0959282662589",
"-75.0650429935529","40.5583536439186","260","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","18997.2491730108","494693.3438","4489684","513090.349648702","4484946.31576144","7.00916780361111","63.2429160586386","31.6214580293193",
"-75.0609080198118","40.5574549950148","261","0","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","18681.802262751","494993.3438","4489584","513090.349648702","4484946.31576144","7.00916780361111","63.853262770095","31.9266313850475",
"-75.0567731563781","40.5565561979273","262","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","18269.4990149663","495393.3438","4489484","513090.349648702","4484946.31576144","7.00916780361111","64.651013273344","32.325506636672",
"-75.0520478330685","40.5556575187578","263","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","17857.1961049651","495793.3438","4489384","513090.349648702","4484946.31576144","7.00916780361111","65.4487631230282","32.7243815615141",
"-75.0473226358146","40.5547586461391","264","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","17444.8935566975","496193.3438","4489284","513090.349648702","4484946.31576144","7.00916780361111","66.2465122728071","33.1232561364035",
"-74.8258620880093","40.5546368827706","265","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","4530.73481400261","514693.3438","4489184","513090.349648702","4484946.31576144","7.00916780361111","91.2336466002173","45.6168233001086",
"-75.0425975646537","40.5538595800894","266","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","17032.5913964327","496593.3438","4489184","513090.349648702","4484946.31576144","7.00916780361111","67.0442606718537","33.5221303359268",
"-75.0378726196232","40.5529603206269","267","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","16620.2896530464","496993.3438","4489084","513090.349648702","4484946.31576144","7.00916780361111","67.8420082642973","33.9210041321487",
"-74.4518590905011","40.5524165073315","268","0","60000","1400","39",n12688176698,"12688176698",node,,,,,,,gate,,"1","8860.47604808603","546593.3438","4489284","555126.872379421","4486899.27238811","7.00916780361111","82.8561883410669","41.4280941705334",
"-75.0331478007601","40.55206086777","269","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","16207.9883583524","497393.3438","4488984","513090.349648702","4484946.31576144","7.00916780361111","68.6397549885825","34.3198774942912",
"-75.0284231081017","40.5511612215371","270","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","15795.6875474863","497793.3438","4488884","513090.349648702","4484946.31576144","7.00916780361111","69.4375007767268","34.7187503883634",
"-75.0242890647274","40.5502612607727","271","0","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","15480.2456292166","498093.3438","4488784","513090.349648702","4484946.31576144","7.00916780361111","70.0478378293635","35.0239189146818",
"-74.8282358292564","40.5501359688448","272","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","3992.32714788486","514493.3438","4488684","513090.349648702","4484946.31576144","7.00916780361111","92.2753919391308","46.1376959695654",
"-75.0201551318703","40.5493611519447","273","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","15067.9415719005","498493.3438","4488684","513090.349648702","4484946.31576144","7.00916780361111","70.8455898989454","35.4227949494727",
"-75.01543080228","40.5484609739842","274","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","14655.6378806088","498893.3438","4488584","513090.349648702","4484946.31576144","7.00916780361111","71.6433412603202","35.8216706301601",
"-75.0107065990325","40.5475606027179","275","0","40000","1000","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","14243.3345871275","499293.3438","4488484","513090.349648702","4484946.31576144","7.00916780361111","72.441091851986","36.220545925993",
"-74.8294237227906","40.5474350465345","276","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","3676.33876055299","514393.3438","4488384","513090.349648702","4484946.31576144","7.00916780361111","92.8867863348075","46.4433931674038",
"-74.6522858510979","40.5452358123637","277","0","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","16543.190609532","529293.3438","4488284","513090.349648702","4484946.31576144","7.00916780361111","67.9911843891377","33.9955921945689",
"-74.8317969697139","40.5429340530615","278","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","3137.9268288581","514193.3438","4487884","513090.349648702","4484946.31576144","7.00916780361111","93.9285399270305","46.9642699635153",
"-74.5590549525478","40.5489039840576","279","0","399999.999999881","8200","1",n104264289,"104264289",node,,,,,,,gate,no,"1","9891.96180005831","538293.3438","4487684","544803.301298655","4480236.09011739","7.00916780361111","80.8604042133613","40.4302021066806",
"-74.8341698979464","40.5384330068531","280","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","2599.55820942534","513993.3438","4487384","513090.349648702","4484946.31576144","7.00916780361111","94.9702097159387","47.4851048579693",
"-74.8353573448452","40.5357320173911","281","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","2283.52655136665","513893.3438","4487084","513090.349648702","4484946.31576144","7.00916780361111","95.5816878345651","47.7908439172826",
"-74.5437047864891","40.5353985407037","282","0","139999.999999881","3000","1",n104264289,"104264289",node,,,,,,,gate,no,"1","8828.94738592974","538993.3438","4486884","544803.301298655","4480236.09011739","7.00916780361111","82.9171919985377","41.4585959992688",
"-74.837729779165","40.5312308917256","283","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","1745.16807549292","513693.3438","4486584","513090.349648702","4484946.31576144","7.00916780361111","96.6233379970711","48.3116689985356",
"-74.5349021177603","40.5277058323882","284","0","119999.999999881","2600","1",n104264289,"104264289",node,,,,,,,gate,no,"1","7765.93301755935","539693.3438","4486084","544803.301298655","4480236.09011739","7.00916780361111","84.9739796951782","42.4869898475891",
"-74.8401018950558","40.5267297133833","285","1","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","1206.95058417602","513493.3438","4486084","513090.349648702","4484946.31576144","7.00916780361111","97.6647153737047","48.8323576868524",
"-74.526688529972","40.5204653086265","286","0","119999.999999881","2600","1",n104264289,"104264289",node,,,,,,,gate,no,"1","6702.91871671747","540393.3438","4485284","544803.301298655","4480236.09011739","7.00916780361111","87.0307672611603","43.5153836305802",
"-74.7498782595526","40.616061288823","287","1","42439999.9999669","133600","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","137.71679087609","513093.3438","4485084","513090.349648702","4484946.31576144","7.00916780361111","99.733536808605","49.8667684043025",
"-74.5178897553034","40.5127713051042","288","0","99999.9999998808","2200","1",n104264289,"104264289",node,,,,,,,gate,no,"1","5639.90452158759","541093.3438","4484484","544803.301298655","4480236.09011739","7.00916780361111","89.0875546226041","44.5437773113021",
"-75.0765489109955","40.504755817979","289","1","19749999.9999734","108400","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","699.785972458116","512393.3438","4484884","513090.349648702","4484946.31576144","7.00916780361111","98.6460096671694","49.3230048335847",
"-74.3367549847933","40.4474595609075","290","0","50000","1200","39",n12688176698,"12688176698",node,,,,,,,gate,,"1","9078.13293154011","556193.3438","4477884","555126.872379421","4486899.27238811","7.00916780361111","82.4350519827091","41.2175259913546",
"-74.5514554156553","40.4354289864281","291","0","120000","2600","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","5946.39521869121","538093.3438","4475584","538312.016421623","4469641.62687292","7.00916780361111","88.4945369610424","44.2472684805212",
"-74.550384409585","40.4192084781046","292","0","240000","5000","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","3544.36038835947","538193.3438","4473184","538312.016421623","4469641.62687292","7.00916780361111","93.1421464693713","46.5710732346856",
"-74.4962914169822","40.4018681283679","293","0","40000","1000","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","5084.32635547378","542593.3438","4472384","538312.016421623","4469641.62687292","7.00916780361111","90.162522535161","45.0812612675805",
"-74.4998399554311","40.4000817115917","294","0","40000","1000","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","4723.83623881136","542293.3438","4472184","538312.016421623","4469641.62687292","7.00916780361111","90.8600217024097","45.4300108512048",
"-74.504569961498","40.3978498006325","295","0","70000.0000000596","1600","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","4140.99958421673","541793.3438","4471884","538312.016421623","4469641.62687292","7.00916780361111","91.9877310692728","45.9938655346364",
"-74.4657349863279","40.3913704861065","296","0","30000","800","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","7074.60641851925","545193.3438","4471284","538312.016421623","4469641.62687292","7.00916780361111","86.3116022951868","43.1558011475934",
"-74.469865795426","40.3904885877294","297","0","40000","1000","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","6662.32087555352","544793.3438","4471184","538312.016421623","4469641.62687292","7.00916780361111","87.109318542028","43.554659271014",
"-74.4745855900664","40.3896092194496","298","0","40000","1000","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","6250.0386335381","544393.3438","4471084","538312.016421623","4469641.62687292","7.00916780361111","87.9070284019809","43.9535142009905",
"-74.4793052640478","40.3887296576554","299","0","40000","1000","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","5837.7603918456","543993.3438","4470984","538312.016421623","4469641.62687292","7.00916780361111","88.704730521855","44.3523652609275",
"-74.4840248173326","40.3878499023645","300","0","40000","1000","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","5425.48706241972","543593.3438","4470884","538312.016421623","4469641.62687292","7.00916780361111","89.5024231371638","44.7512115685819",
"-74.4887442498833","40.3869699535945","301","0","40000","1000","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","5013.21985717426","543193.3438","4470784","538312.016421623","4469641.62687292","7.00916780361111","90.3001039030195","45.1500519515097",
"-74.4940526245573","40.3860923904668","302","0","50000","1200","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","4503.61758285196","542693.3438","4470684","538312.016421623","4469641.62687292","7.00916780361111","91.286114740872","45.643057370436",
"-74.4993608640369","40.3852145827298","303","0","40000","1000","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","4091.33655477716","542293.3438","4470584","538312.016421623","4469641.62687292","7.00916780361111","92.0838222520155","46.0419111260078",
"-74.5040799294376","40.3843340076575","304","0","40000","1000","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","3679.06214630011","541893.3438","4470484","538312.016421623","4469641.62687292","7.00916780361111","92.881516955141","46.4407584775705",
"-74.5087988752762","40.3834532394856","305","0","40000","1000","3",n2533163061,"2533163061",node,,,,,,,gate,,"1","3266.7968636297","541493.3438","4470384","538312.016421623","4469641.62687292","7.00916780361111","93.6791940010764","46.8395970005382",
"-75.031445735187","40.3760626449273","306","0","700000.000001013","12200","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","20195.1718273047","498693.3438","4470784","513090.349648702","4484946.31576144","7.00916780361111","60.9250992443129","30.4625496221565",
"-74.9241333788137","40.343029494379","307","0","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","20077.0990236252","506493.3438","4465984","513090.349648702","4484946.31576144","7.00916780361111","61.1535540019735","30.5767770009867",
"-74.9253137806182","40.3403274841534","308","0","30000","800","4",n2534587481,"2534587481",node,,,,,,,gate,,"1","20393.3002682513","506393.3438","4465684","513090.349648702","4484946.31576144","7.00916780361111","60.5417477564884","30.2708738782442",
"-74.7436214483409","40.2842097486983","309","0","119999.999999881","2600","41",n13435797101,"13435797101",node,,,,,,,gate,,"1","8538.71638345209","521993.3438","4458884","525400.272392086","4451054.40773441","7.00916780361111","83.4787493705182","41.7393746852591",
